,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
901,48,No,Travel_Rarely,969,Research & Development,2,,Technical Degree,1,1258,4,Male,76,,1,Laboratory Technician,,Single,2559,16620,5,Y,No,11,3,3,80,0,,4,2,1,0,0,
902,27,No,Travel_Rarely,1167,Research & Development,4,,Life Sciences,1,1259,1,Male,76,3,,,3,Divorced,2517,3208,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3
903,29,No,Travel_Rarely,1329,Research & Development,,,Life Sciences,1,,3,Male,82,3,,Healthcare Representative,4,Divorced,6623,4204,1,Y,Yes,11,3,2,80,,6,,3,,0,1,0
904,,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,1263,4,Male,76,2,5,Research Director,4,,18265,8733,,,No,12,3,3,,0,,,4,1,0,0,0
905,29,No,Travel_Rarely,694,Research & Development,,3,Life Sciences,1,,4,,,2,4,Research Director,4,Divorced,16124,3423,3,Y,No,14,3,2,,2,9,2,2,7,,1,7
906,,No,,1320,Research & Development,,3,Technical Degree,,,3,Female,89,4,1,Research Scientist,3,Married,2585,21643,0,,No,17,,,80,,2,5,2,,0,,0
907,44,No,Travel_Rarely,1099,,,3,,,,2,,,3,,,2,Married,18213,8751,7,,No,11,,3,80,1,26,5,3,22,,3,10
908,33,No,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,Male,,4,3,Sales Executive,3,Divorced,8380,21708,0,Y,,14,3,4,,2,10,3,3,9,,,8
909,19,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,,2,Female,57,4,1,Research Scientist,4,Single,2994,,1,,Yes,12,3,,80,0,,2,3,1,0,0,1
910,23,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,1270,4,,,3,1,Research Scientist,3,,1223,16901,1,Y,No,22,4,,80,1,1,2,3,,0,0,1
911,25,Yes,Travel_Frequently,599,Sales,24,1,,1,1273,,Male,,1,1,Sales Representative,4,Single,1118,8040,1,Y,,,3,,80,0,,,,1,0,1,0
912,26,No,Travel_Rarely,583,Research & Development,,2,Life Sciences,1,1275,3,Male,53,3,1,Research Scientist,4,Single,,9973,1,Y,Yes,,,2,,0,8,,2,8,5,2,2
913,45,Yes,Travel_Rarely,,,2,3,Marketing,1,1277,,Female,94,,5,,2,Single,18824,2493,,Y,Yes,16,3,1,80,0,26,2,3,24,10,1,11
914,55,No,Non-Travel,177,Research & Development,8,1,Medical,1,,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,25592,1,Y,Yes,15,3,4,80,1,34,3,3,33,9,15,
915,21,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,,1279,,Female,45,2,1,Laboratory Technician,3,Single,,25308,1,,No,20,4,,,0,2,2,1,2,2,2,2
916,46,No,,168,Sales,4,,Marketing,1,1280,4,Female,33,2,5,Manager,2,,18789,9946,2,Y,No,14,3,3,80,,,2,3,11,4,0,8
917,34,No,Travel_Rarely,131,Sales,2,3,Marketing,1,,3,Female,86,3,2,Sales Executive,1,Single,4538,6039,,Y,Yes,,,4,,0,4,3,3,3,2,0,2
918,,No,Travel_Frequently,,,9,3,Life Sciences,1,1282,,,,3,,Manager,,Divorced,19847,,4,Y,Yes,24,4,1,,1,31,5,2,29,,,10
919,59,No,,1429,,18,4,Medical,1,1283,4,,67,3,3,Manufacturing Director,4,Single,10512,20002,,Y,No,12,3,4,80,0,25,6,2,9,7,5,4
920,34,No,Travel_Frequently,135,Research & Development,19,3,Medical,1,1285,3,Female,,3,2,Laboratory Technician,,Divorced,4444,,4,Y,No,13,,3,80,2,15,2,4,,8,,10
921,28,No,Travel_Frequently,791,Research & Development,1,4,Medical,1,1286,4,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Y,,11,3,3,80,0,5,2,2,4,,0,
922,44,No,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,,3,Male,92,4,,Manager,1,Divorced,19190,17477,1,,No,14,3,4,80,2,26,4,2,,,,13
923,,No,,,Human Resources,11,,Life Sciences,1,1289,3,Male,56,2,2,Human Resources,2,,,,4,Y,No,11,3,4,80,2,,5,4,,9,1,8
924,,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,1291,3,Male,,3,,Research Scientist,,,3506,,0,Y,Yes,14,3,4,,0,,3,3,,2,2,2
925,42,No,Travel_Rarely,603,Research & Development,7,4,Medical,1,,2,Female,78,,2,Research Scientist,2,Married,2372,5628,6,Y,Yes,16,3,4,80,0,18,2,,1,,,0
926,43,No,,531,Sales,4,4,Marketing,1,1293,4,Female,56,,3,Sales Executive,4,Single,10231,20364,3,,No,14,,,80,0,23,3,4,21,7,,
927,36,No,Travel_Rarely,429,,2,4,,1,1294,3,Female,53,3,2,,2,Single,5410,2323,9,Y,Yes,11,3,4,80,0,18,2,3,16,,5,12
928,44,Yes,Travel_Rarely,621,,15,3,Medical,1,,1,Female,73,3,3,,4,Married,7978,,1,Y,No,11,,,80,1,10,2,3,10,7,0,
929,28,No,Travel_Frequently,193,Research & Development,2,,Life Sciences,1,1296,4,Male,,2,,Laboratory Technician,4,,3867,,1,Y,,12,3,2,80,1,2,2,,2,,2,2
930,51,No,,968,,6,2,Medical,1,1297,2,,40,,,Laboratory Technician,3,Single,2838,4257,0,Y,,14,3,2,80,,8,,2,7,0,7,7
931,30,No,Non-Travel,879,,9,2,Medical,1,,3,Female,72,,2,Manufacturing Director,,Single,,12858,7,Y,Yes,,3,3,,0,10,3,3,8,4,1,7
932,,Yes,Travel_Rarely,806,Research & Development,7,3,Technical Degree,,1299,2,Female,,3,1,Laboratory Technician,3,,3339,17285,3,,Yes,13,3,1,80,2,10,,,7,,,7
933,28,No,Travel_Rarely,640,,1,3,Technical Degree,1,1301,4,,84,3,1,Research Scientist,1,Single,2080,4732,2,Y,,11,3,,80,0,5,,2,3,2,1,2
934,25,No,Travel_Rarely,266,Research & Development,1,,,,1303,,Female,40,,1,Research Scientist,2,Single,2096,18830,1,Y,No,,3,4,80,0,2,3,2,2,2,2,1
935,32,No,,604,Sales,8,3,,1,1304,3,Male,56,4,2,Sales Executive,4,Married,6209,11693,1,Y,No,15,,3,80,,10,4,4,10,7,0,8
936,45,No,Travel_Frequently,364,Research & Development,25,3,Medical,,1306,2,Female,83,3,5,Manager,,Single,18061,13035,,Y,No,22,4,3,80,0,22,4,,0,0,0,0
937,39,No,Travel_Rarely,412,Research & Development,13,4,Medical,1,1307,3,Female,,2,4,Manager,2,,17123,17334,6,Y,Yes,13,,4,80,2,21,,3,19,,,2
938,58,No,Travel_Rarely,848,Research & Development,23,,,1,1308,1,,88,,1,Research Scientist,3,Divorced,2372,,1,Y,No,12,3,4,80,2,2,,3,,2,2,2
939,,Yes,,1089,Research & Development,7,,Life Sciences,1,1309,4,Male,79,3,2,Laboratory Technician,3,Married,,,1,Y,No,18,3,1,80,,,3,3,10,,1,1
940,39,Yes,Travel_Rarely,360,Research & Development,23,3,Medical,1,,3,Male,93,3,1,Research Scientist,,Single,,22154,0,,No,13,,1,80,0,6,2,,5,2,0,3
941,,No,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1311,,Female,,2,2,,4,Married,4627,23631,,,No,12,,,80,1,10,6,3,,2,6,7
942,,No,Travel_Rarely,,,10,,Technical Degree,,1312,4,Female,63,3,3,Healthcare Representative,3,,,5747,,Y,,,3,1,80,,10,0,3,7,7,1,7
943,46,No,,991,Human Resources,1,,Life Sciences,1,1314,,Female,44,3,1,,1,Single,3423,22957,6,,No,12,3,3,,,10,3,4,,6,5,7
944,28,No,Non-Travel,,,,,Life Sciences,,,3,Female,55,,2,Laboratory Technician,4,Married,6674,16392,0,Y,No,11,3,1,80,3,10,6,3,9,8,7,5
945,50,No,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,,1317,4,Female,,3,4,Research Director,1,Married,,22422,4,Y,Yes,11,3,2,,0,25,2,,3,2,1,2
946,40,Yes,Travel_Rarely,299,Sales,,,Marketing,1,1318,4,Male,57,2,3,Sales Executive,2,Single,9094,17235,2,Y,Yes,,3,,80,,9,2,3,5,4,1,0
947,52,Yes,Travel_Rarely,,Sales,5,3,Life Sciences,1,1319,2,Male,64,,,Sales Executive,,Single,8446,,9,Y,,,,,80,,10,2,2,8,7,,7
948,,No,Travel_Rarely,634,Research & Development,17,4,Medical,1,,,Female,95,3,3,Manager,1,Married,11916,,1,Y,Yes,23,4,4,80,2,9,2,,,1,0,8
949,39,No,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,1322,1,,,3,2,Manufacturing Director,3,,4534,13352,0,Y,No,11,3,1,80,0,9,,,8,7,1,7
950,31,No,Non-Travel,587,Sales,2,4,,1,1324,4,Female,57,,3,,3,Divorced,9852,8935,,Y,Yes,19,3,1,80,,10,5,2,10,,9,6
951,41,No,,,Sales,10,2,,,1329,,,40,1,2,,,,6151,22074,1,Y,No,13,,,80,,,4,3,19,2,11,9
952,31,Yes,Travel_Frequently,,Sales,1,3,Life Sciences,1,1331,4,Female,54,3,1,Sales Representative,2,Single,2302,8319,1,Y,Yes,11,3,1,,0,3,2,4,3,2,,
953,44,Yes,Travel_Rarely,,Research & Development,3,3,,1,1333,1,,89,3,1,Laboratory Technician,1,Married,2362,,4,Y,,12,3,3,80,0,,4,4,,2,1,
954,42,No,Non-Travel,,,2,1,,1,1334,3,Male,37,,4,Manager,3,Married,17861,,0,Y,Yes,13,3,4,,0,21,3,,,8,,10
955,55,No,Travel_Rarely,282,Research & Development,2,2,Medical,1,1336,4,Female,,1,,Manager,3,Married,19187,6992,4,Y,No,,3,4,80,1,23,5,3,19,9,9,11
956,56,No,Travel_Rarely,206,Human Resources,,4,,1,1338,4,Male,99,3,5,,2,Single,19717,4022,6,Y,No,,3,1,80,0,36,4,3,7,3,7,7
957,40,No,,458,Research & Development,16,2,Life Sciences,1,1340,3,Male,74,3,1,Research Scientist,3,Divorced,3544,,9,Y,,16,,2,80,1,6,0,3,4,2,0,
958,34,No,,943,,9,3,Life Sciences,1,1344,4,Male,86,3,,Healthcare Representative,4,Divorced,8500,5494,0,Y,No,,3,4,80,1,10,0,,,7,1,6
959,40,No,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1,1346,3,Male,98,,2,Research Scientist,4,Single,4661,22455,1,,No,13,3,3,80,0,9,4,3,9,,8,8
960,41,No,Travel_Frequently,1018,Sales,1,3,,1,1349,3,Female,66,3,2,Sales Executive,1,Divorced,4103,4297,,,,17,3,,80,1,10,2,3,9,3,1,7
961,,No,Travel_Frequently,,Research & Development,,4,Life Sciences,1,1350,,,87,3,2,,,Single,4249,2690,1,Y,Yes,11,3,2,80,0,9,3,3,9,6,,1
962,51,No,Travel_Rarely,,Human Resources,5,3,Life Sciences,1,1352,,Male,,,4,Manager,2,Divorced,14026,17588,,Y,Yes,11,3,2,,,33,2,,33,9,,10
963,,No,,1009,Sales,2,2,,1,1355,2,Female,31,3,2,Sales Executive,1,Divorced,6893,19461,3,Y,No,15,3,,80,1,11,,3,7,,1,7
964,34,No,,507,Sales,15,2,,1,1356,3,Female,66,,2,Sales Executive,1,Single,6125,,,,No,,,4,80,0,10,6,4,10,8,9,6
965,25,No,Travel_Rarely,882,Research & Development,19,1,Medical,1,1358,4,Male,67,3,,,4,Married,3669,,3,Y,No,,3,3,80,,7,6,2,,,1,
966,58,Yes,Travel_Rarely,,Research & Development,,,Medical,1,,3,Female,53,,,Manufacturing Director,1,Married,10008,12023,7,Y,Yes,14,3,4,80,0,31,0,2,10,9,5,9
967,40,No,Travel_Rarely,329,,1,4,Life Sciences,1,1361,,Male,88,3,1,,2,,2387,6762,3,Y,No,22,4,3,80,1,7,3,3,4,,0,3
968,36,No,Travel_Frequently,607,Sales,,,Marketing,1,1362,1,,83,,2,Sales Executive,1,Married,4639,2261,2,Y,No,16,3,4,80,1,17,2,,15,7,6,
969,48,No,Travel_Rarely,855,Research & Development,4,3,Life Sciences,,1363,4,Male,54,3,3,,4,Single,7898,18706,1,Y,No,11,3,,80,0,11,2,3,10,9,0,8
970,27,No,Travel_Rarely,1291,,11,3,Medical,1,,,Female,,4,1,Sales Representative,4,Married,2534,6527,,Y,No,14,,,80,1,,4,3,,0,,0
971,51,No,Travel_Rarely,,Research & Development,11,2,Technical Degree,1,,4,Female,82,2,4,Manufacturing Director,,Single,13142,,,Y,No,,3,2,,0,29,1,2,5,2,0,3
972,18,No,Non-Travel,,Research & Development,1,,Life Sciences,1,1368,4,Female,97,3,,Laboratory Technician,,Single,1611,19305,1,Y,No,15,3,,80,0,,5,4,0,0,0,0
973,,No,Travel_Rarely,817,Research & Development,1,,Medical,1,1369,4,,60,,2,Laboratory Technician,4,Married,5363,10846,0,,No,12,3,2,,1,10,0,3,9,7,,0
974,27,No,Travel_Frequently,,Sales,2,1,Life Sciences,1,1371,4,Male,43,1,2,Sales Executive,4,Single,,,3,Y,No,,4,,,0,8,,3,6,,0,0
975,55,Yes,,267,Sales,13,4,Marketing,1,1372,1,Male,85,,4,Sales Executive,3,Single,13695,,6,Y,Yes,17,,3,80,0,24,,2,,7,3,
976,,No,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1,1373,4,,68,3,4,Manufacturing Director,2,Married,13402,18235,4,,Yes,,,1,,1,33,0,3,19,16,15,9
977,34,No,Non-Travel,999,,26,1,Technical Degree,,1374,,Female,92,2,,Research Scientist,3,Divorced,2029,15891,1,Y,No,20,,3,80,3,5,2,,5,,0,0
978,40,No,Travel_Rarely,1202,Research & Development,2,,Medical,1,1375,2,Female,89,,,,3,Divorced,6377,13888,,Y,No,20,4,2,80,3,,0,3,,11,11,8
979,34,No,Travel_Rarely,285,Research & Development,29,3,Medical,1,1377,2,Male,86,,2,Laboratory Technician,3,Married,,17491,4,Y,No,13,3,1,80,2,10,1,3,,7,7,7
980,31,Yes,Travel_Frequently,,Sales,2,3,Life Sciences,1,1379,3,Female,90,2,1,Sales Representative,4,Single,2785,11882,7,Y,No,14,,3,80,0,3,,4,1,0,0,0
981,,Yes,Travel_Frequently,662,Sales,18,4,Marketing,1,1380,,Female,,3,2,Sales Executive,3,Married,,23288,0,Y,Yes,18,,3,,1,5,,,4,2,3,2
982,38,No,Travel_Frequently,693,Research & Development,7,,Life Sciences,1,,,Male,57,4,1,Research Scientist,3,Divorced,2610,15748,1,Y,No,,3,4,80,3,4,2,3,4,,0,
983,34,No,Travel_Rarely,404,Research & Development,2,,Technical Degree,1,1383,3,Female,98,3,2,Healthcare Representative,4,Single,,6163,1,Y,No,11,3,4,80,0,14,2,4,14,11,4,11
984,28,No,Travel_Rarely,,,,3,Life Sciences,1,1387,3,Male,,,2,Sales Executive,1,,4724,24232,1,Y,No,11,3,3,80,1,5,0,,5,3,0,
985,31,Yes,Travel_Rarely,330,Research & Development,,4,,1,,4,Male,98,3,2,Manufacturing Director,3,Married,6179,21057,1,Y,,,3,4,80,2,10,3,2,10,2,6,7
986,39,No,Travel_Rarely,,Sales,21,4,Life Sciences,1,,1,Male,44,,2,Sales Executive,4,Married,6120,3567,,Y,Yes,12,3,,,,8,2,4,5,4,,4
987,51,No,Travel_Frequently,541,Sales,2,,,1,1391,2,Male,52,,3,Sales Executive,,Married,10596,,2,Y,No,11,3,2,80,0,14,5,3,4,2,3,2
988,41,No,Travel_Frequently,1200,,22,3,,1,1392,4,,,3,2,Research Scientist,,Divorced,,13953,3,Y,Yes,14,3,1,,2,12,4,,,2,3,3
989,37,No,Travel_Rarely,1439,Research & Development,,1,Life Sciences,1,1394,3,Male,54,,,Research Scientist,3,Married,2996,5182,7,Y,Yes,15,3,,80,0,8,2,3,6,4,,3
990,,No,Travel_Frequently,1111,,,,Life Sciences,1,,2,Male,61,3,,Sales Executive,4,Married,,19293,6,Y,,13,3,1,80,0,8,2,4,5,4,1,
991,,No,Travel_Rarely,,,2,1,Marketing,,1396,3,Male,36,3,2,Sales Executive,2,Married,4078,20497,0,Y,Yes,,3,1,80,,,3,2,,,1,2
992,39,No,,1485,Research & Development,25,2,Life Sciences,1,,3,Male,71,3,3,,3,Married,10920,,3,Y,No,21,4,2,80,1,13,2,3,6,4,0,
993,25,No,Travel_Rarely,1372,,18,,Life Sciences,1,1399,1,Male,93,4,2,Sales Executive,3,Married,6232,12477,2,,,11,3,2,80,0,6,3,,3,,1,2
994,52,No,Travel_Frequently,322,Research & Development,28,2,Medical,1,1401,4,Female,59,4,4,Manufacturing Director,3,,13247,9731,2,,Yes,11,3,,80,1,24,3,2,5,,,2
995,43,No,Travel_Rarely,930,,6,3,Medical,1,,,Female,,2,2,Research Scientist,3,Single,4081,20003,1,Y,Yes,,3,1,80,0,20,3,,20,7,,
996,,No,Travel_Rarely,205,,,3,,1,1403,4,Female,98,2,2,Sales Executive,4,Married,5769,7100,1,Y,Yes,11,,4,80,0,6,3,3,,,4,4
997,27,Yes,,,,17,4,Life Sciences,1,1405,4,Female,,3,1,Research Scientist,3,Single,2394,25681,1,Y,,13,3,4,80,0,8,2,3,8,2,7,
998,,No,Travel_Rarely,,Research & Development,2,1,,1,1407,1,Male,,2,1,Research Scientist,4,Single,3904,,0,Y,,12,3,4,80,,5,2,3,4,3,1,
999,42,No,,1147,Human Resources,,3,,1,1408,,Female,31,,4,,,,16799,16616,0,Y,No,14,3,3,80,,21,5,3,20,7,0,9
1000,52,No,Travel_Rarely,258,Research & Development,8,4,Other,1,1409,3,Female,54,,1,Laboratory Technician,1,Married,2950,17363,9,Y,,13,,3,80,0,12,2,1,5,,0,
1001,37,No,,,Research & Development,,3,Medical,1,,1,Female,94,3,1,Laboratory Technician,3,Single,3629,,4,Y,,18,3,1,,0,8,6,3,3,2,0,2
1002,35,No,Travel_Frequently,,,18,2,Life Sciences,,,3,Male,,3,3,,4,Single,9362,19944,2,Y,No,11,3,3,80,0,10,2,3,,,,2
1003,25,No,Travel_Rarely,,Research & Development,,3,Technical Degree,,1415,1,,81,3,1,Laboratory Technician,4,Married,3229,4910,4,Y,No,11,,2,80,1,7,,,3,2,0,2
1004,,No,Travel_Rarely,,Research & Development,,3,Other,1,1417,3,,100,4,1,,1,,3578,23577,,Y,No,,3,4,80,0,8,2,,7,7,0,7
1005,29,No,Travel_Rarely,,Human Resources,17,3,Other,1,1419,2,Male,51,,3,Human Resources,1,Single,7988,9769,,Y,No,13,3,1,80,0,,,2,10,9,,9
1006,49,Yes,Travel_Frequently,1475,,28,,Life Sciences,1,1420,1,Male,97,2,,Laboratory Technician,1,Single,4284,22710,3,Y,No,20,4,1,80,0,20,2,3,4,3,,3
1007,29,Yes,,337,Research & Development,,1,Other,,,3,Female,84,3,3,Healthcare Representative,,Single,7553,,0,Y,,12,,1,80,0,9,1,3,8,7,,
1008,,No,Travel_Rarely,971,Research & Development,,3,,1,,,,54,3,4,,4,Single,17328,5652,6,Y,,19,3,,,0,29,3,2,,7,12,7
1009,58,No,Travel_Rarely,,Research & Development,1,,,1,1423,4,Female,76,,5,Research Director,1,Married,19701,,,Y,Yes,21,4,3,80,1,,3,3,,8,1,5
1010,,No,Travel_Rarely,1136,Research & Development,1,4,Medical,1,,2,Male,81,4,4,Research Director,4,Divorced,14732,12414,2,Y,No,13,3,4,80,,31,4,4,7,7,0,0
1011,36,No,,1174,,3,4,Marketing,1,1425,1,Female,99,3,2,Sales Executive,2,Single,9278,20763,3,Y,Yes,16,3,,,0,15,3,3,5,4,0,1
1012,31,Yes,Travel_Frequently,,,1,,Life Sciences,1,1427,2,,,1,1,Sales Representative,3,,1359,16154,,,No,12,3,2,80,0,,3,3,1,,0,0
1013,30,No,Travel_Rarely,855,,7,,Marketing,1,1428,,,,3,2,,1,Divorced,4779,12761,7,Y,,14,,2,80,2,8,3,3,3,2,0,2
1014,,No,Travel_Rarely,,Research & Development,8,5,Life Sciences,,1430,,Female,,3,4,Research Director,,Single,,8847,3,,No,11,3,3,80,0,9,3,4,3,2,,0
1015,34,No,Travel_Frequently,560,,1,4,,1,1431,4,Male,,3,1,Research Scientist,,Divorced,2996,20284,5,,,14,3,3,80,2,10,2,3,4,,1,3
1016,,Yes,Travel_Rarely,202,,8,3,Life Sciences,1,1433,1,,34,2,1,Research Scientist,2,Single,1261,22262,1,Y,No,,,3,80,0,1,3,4,1,0,,0
1017,27,No,Travel_Rarely,1377,Research & Development,11,,Life Sciences,1,1434,2,Male,,3,1,Laboratory Technician,1,Married,,7679,0,Y,No,14,,2,80,0,6,,,5,0,1,4
1018,36,No,Travel_Rarely,172,Research & Development,,4,Life Sciences,1,1435,,Male,37,2,2,Laboratory Technician,,Single,5810,22604,,Y,No,16,3,3,80,0,10,,2,10,4,1,8
1019,36,No,Travel_Rarely,,Sales,,,Marketing,1,1436,3,Female,,2,,Sales Executive,1,Married,5647,13494,4,Y,No,13,,1,80,2,11,3,2,,2,0,2
1020,47,No,Travel_Rarely,465,Research & Development,,3,Technical Degree,1,1438,1,,74,,1,Research Scientist,,Married,3420,10205,7,Y,No,12,3,,80,1,17,2,2,6,5,1,
1021,25,Yes,Travel_Rarely,383,Sales,9,2,Life Sciences,1,,,Male,68,,1,Sales Representative,,Married,,15182,3,Y,,12,3,1,80,0,,2,3,3,2,2,2
1022,37,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,,3,Male,84,4,,Laboratory Technician,3,Single,,25470,,Y,No,14,,1,,0,7,2,1,,5,,3
1023,56,No,,1255,Research & Development,,,Life Sciences,1,1441,1,Female,90,3,1,Research Scientist,,Married,,10494,2,Y,No,22,4,4,80,1,5,3,4,,,1,0
1024,47,No,Travel_Rarely,,Research & Development,2,4,,1,1443,,Female,,3,4,,3,,,26703,3,Y,No,19,3,2,80,2,26,2,4,,,5,6
1025,24,No,,1476,Sales,4,1,Medical,1,1445,4,,42,3,2,Sales Executive,3,Married,4162,,1,Y,Yes,12,3,,80,,5,3,3,5,4,,3
1026,32,No,Travel_Rarely,601,,7,5,Marketing,1,1446,4,,97,3,,,,Married,9204,23343,,,No,12,3,3,,1,,3,2,4,3,0,3
1027,34,No,Travel_Rarely,401,Research & Development,1,3,Life Sciences,,1447,4,Female,86,2,,Laboratory Technician,2,Married,3294,3708,5,,No,17,3,1,80,1,7,,2,5,4,0,2
1028,41,No,Travel_Rarely,1283,Research & Development,5,5,Medical,1,1448,2,Male,90,4,1,Research Scientist,3,,,5561,2,Y,Yes,12,3,,80,0,7,5,,4,,0,3
1029,,No,Non-Travel,663,Research & Development,,4,Other,1,1449,,Male,,,2,,3,Divorced,3975,23099,3,Y,No,11,3,3,80,,11,2,4,,7,,7
1030,31,No,Travel_Rarely,326,Sales,8,2,Life Sciences,1,1453,1,,31,3,3,Sales Executive,4,,10793,8386,1,Y,No,18,,,80,1,13,5,3,13,7,9,9
1031,46,Yes,Travel_Rarely,377,Sales,9,,,1,1457,1,Male,52,3,3,Sales Executive,4,Divorced,10096,,4,Y,No,11,3,,80,1,28,1,4,7,,4,3
1032,39,Yes,Non-Travel,,,,3,,1,1458,1,Female,,2,1,Laboratory Technician,1,Single,3646,17181,2,Y,Yes,23,4,2,80,0,11,2,4,1,0,0,0
1033,,Yes,Travel_Frequently,,Research & Development,,5,,1,,3,Female,,4,3,Manufacturing Director,2,Single,7446,8931,1,Y,No,11,3,1,80,,10,,3,10,8,4,7
1034,,No,Travel_Rarely,1038,Research & Development,20,3,,1,1460,,Male,,,3,Healthcare Representative,1,,,19863,,Y,Yes,18,3,2,80,,24,2,,7,7,,7
1035,31,No,Travel_Rarely,1398,,8,2,Medical,,1461,4,Female,96,,,Human Resources,2,Single,2109,24609,,Y,No,18,3,4,80,0,,3,3,3,2,0,2
1036,31,Yes,Travel_Frequently,523,Research & Development,,3,Life Sciences,,1464,,,94,3,1,Laboratory Technician,4,Married,3722,21081,,Y,Yes,13,3,,80,,7,,,2,,,2
1037,,No,Travel_Rarely,1448,Research & Development,29,3,,1,1465,2,Male,55,3,3,Manufacturing Director,4,,9380,,4,Y,Yes,18,3,,80,2,10,4,4,,1,1,2
1038,48,No,Travel_Rarely,,,7,3,,1,,3,,96,3,2,,1,,5486,24795,4,Y,No,11,3,1,80,3,,3,3,2,,,2
1039,34,Yes,Travel_Rarely,1107,Human Resources,9,,,1,1467,1,Female,52,3,1,Human Resources,3,,2742,3072,1,Y,No,15,3,,80,0,,0,,2,2,2,2
1040,40,No,Non-Travel,218,Research & Development,8,1,,1,1468,4,Male,,2,3,Research Director,2,Divorced,13757,25178,,Y,No,11,,3,80,1,16,5,3,9,8,4,8
1041,28,No,Travel_Rarely,866,Sales,5,3,Medical,1,1469,4,Male,84,3,2,Sales Executive,1,Single,,23490,0,Y,,18,3,,80,0,6,4,3,,4,1,
1042,44,No,Non-Travel,981,Research & Development,5,3,Life Sciences,1,,3,,90,2,1,Laboratory Technician,3,,,7973,3,Y,No,14,,4,80,0,7,5,3,5,2,0,3
1043,53,No,,447,Research & Development,2,3,Medical,1,1472,4,,39,4,,Research Director,2,Single,16598,19764,4,,No,,3,,80,0,35,2,2,9,8,8,8
1044,49,No,Travel_Rarely,1495,,5,4,Technical Degree,1,1473,,Male,96,3,2,Healthcare Representative,,Married,6651,21534,,Y,,,3,2,80,1,20,0,,,2,1,2
1045,,No,,896,Research & Development,2,3,Medical,1,1474,3,Male,68,3,1,Research Scientist,3,Divorced,2345,8045,,,No,14,,3,80,1,8,,4,3,1,1,2
1046,44,No,Travel_Rarely,1467,Research & Development,,3,Life Sciences,,1475,4,Male,49,3,1,Research Scientist,,Single,3420,21158,1,Y,,,3,,,0,6,3,2,5,,1,3
1047,,No,Travel_Frequently,430,Sales,7,3,Medical,1,1477,,Male,54,3,2,Sales Executive,1,Married,,17456,0,Y,No,14,3,1,,2,5,,3,4,3,,3
1048,34,No,Travel_Rarely,,Sales,3,3,Other,1,1478,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,3,Y,No,18,3,4,80,0,15,2,3,13,9,3,
1049,30,No,Travel_Rarely,1358,Sales,16,1,,1,1479,4,Male,,,2,,,,,2939,8,Y,,15,,,80,2,4,,2,,1,2,2
1050,,No,Travel_Frequently,748,Research & Development,9,2,Medical,1,1480,1,Female,74,3,1,,,,3673,,1,Y,No,13,3,3,80,0,12,,3,12,9,5,8
1051,44,No,Travel_Frequently,383,Sales,1,5,Marketing,1,1481,1,Female,,,,,3,Married,4768,9282,7,Y,No,,3,,80,1,11,4,2,1,0,0,0
1052,,No,Non-Travel,990,Research & Development,7,3,,1,1482,3,Male,64,3,1,,,Divorced,1274,7152,,Y,No,,3,2,80,2,,2,2,,,0,0
1053,,No,Travel_Rarely,405,,1,2,,,1483,,Male,,4,,Research Scientist,3,Married,4900,,0,,No,24,4,1,,,,2,2,12,9,,8
1054,49,No,Travel_Rarely,,Research & Development,,4,Life Sciences,,1484,3,,35,,3,Healthcare Representative,2,Divorced,10466,20948,3,Y,No,,3,2,,2,29,,3,8,7,,
1055,34,No,Travel_Frequently,,,,3,Medical,,1485,2,Male,,3,4,Research Director,1,Divorced,17007,11929,,Y,No,14,3,4,80,,16,3,2,14,,6,9
1056,28,Yes,Travel_Frequently,1496,Sales,1,3,Technical Degree,1,1486,1,,92,3,1,Sales Representative,3,Married,2909,15747,3,Y,,15,3,4,80,1,5,3,4,3,2,1,2
